,Time,Humidity,Temperature,Automatic
47,2021-01-1 03:55:00.0,73,25,Automatic
48,2021-01-1 04:00:00.0,22,25,Automatic
49,2021-01-1 04:05:00.0,45,26,Automatic
50,2021-01-1 04:10:00.0,67,27,Automatic
51,2021-01-1 04:15:00.0,38,25,Automatic
52,2021-01-1 04:20:00.0,59,25,Automatic
53,2021-01-1 04:25:00.0,32,27,Automatic
54,2021-01-1 04:30:00.0,37,27,Automatic
55,2021-01-1 04:35:00.0,60,26,Automatic
56,2021-01-1 04:40:00.0,54,25,Automatic
57,2021-01-1 04:45:00.0,80,27,Automatic
58,2021-01-1 04:50:00.0,35,27,Automatic
59,2021-01-1 04:55:00.0,74,26,Automatic
60,2021-01-1 05:00:00.0,63,26,Automatic
61,2021-01-1 05:05:00.0,46,27,Automatic
62,2021-01-1 05:10:00.0,28,25,Automatic
63,2021-01-1 05:15:00.0,30,27,Automatic
64,2021-01-1 05:20:00.0,56,26,Automatic
65,2021-01-1 05:25:00.0,69,27,Automatic
66,2021-01-1 05:30:00.0,72,25,Automatic
67,2021-01-1 05:35:00.0,63,25,Automatic
68,2021-01-1 05:40:00.0,49,26,Automatic
69,2021-01-1 05:45:00.0,51,27,Automatic
70,2021-01-1 05:50:00.0,30,26,Automatic
71,2021-01-1 05:55:00.0,51,27,Automatic
72,2021-01-1 06:00:00.0,47,25,Automatic
73,2021-01-1 06:05:00.0,22,27,Automatic
74,2021-01-1 06:10:00.0,25,27,Automatic
75,2021-01-1 06:15:00.0,55,25,Automatic
76,2021-01-1 06:20:00.0,50,27,Automatic
77,2021-01-1 06:25:00.0,60,27,Automatic
78,2021-01-1 06:30:00.0,40,25,Automatic
79,2021-01-1 06:35:00.0,76,27,Automatic
80,2021-01-1 06:40:00.0,77,26,Automatic
81,2021-01-1 06:45:00.0,78,27,Automatic
82,2021-01-1 06:50:00.0,49,26,Automatic
83,2021-01-1 06:55:00.0,24,26,Automatic
84,2021-01-1 07:00:00.0,26,25,Automatic
85,2021-01-1 07:05:00.0,50,25,Automatic
86,2021-01-1 07:10:00.0,64,27,Automatic
87,2021-01-1 07:15:00.0,39,25,Automatic
88,2021-01-1 07:20:00.0,71,26,Automatic
89,2021-01-1 07:25:00.0,63,27,Automatic
90,2021-01-1 07:30:00.0,29,26,Automatic
91,2021-01-1 07:35:00.0,36,27,Automatic
92,2021-01-1 07:40:00.0,61,25,Automatic
93,2021-01-1 07:45:00.0,47,27,Automatic
94,2021-01-1 07:50:00.0,75,27,Automatic
95,2021-01-1 07:55:00.0,60,27,Automatic
96,2021-01-1 08:00:00.0,21,27,Automatic
97,2021-01-1 08:05:00.0,33,25,Automatic
98,2021-01-1 08:10:00.0,51,26,Automatic
99,2021-01-1 08:15:00.0,24,26,Automatic
100,2021-01-1 08:20:00.0,79,27,Automatic
101,2021-01-1 08:25:00.0,55,27,Automatic
102,2021-01-1 08:30:00.0,70,25,Automatic
103,2021-01-1 08:35:00.0,63,26,Automatic
104,2021-01-1 08:40:00.0,36,25,Automatic
105,2021-01-1 08:45:00.0,23,27,Automatic
106,2021-01-1 08:50:00.0,58,25,Automatic
107,2021-01-1 08:55:00.0,72,25,Automatic
108,2021-01-1 09:00:00.0,49,27,Automatic
109,2021-01-1 09:05:00.0,54,27,Automatic
110,2021-01-1 09:10:00.0,52,26,Automatic
111,2021-01-1 09:15:00.0,52,25,Automatic
112,2021-01-1 09:20:00.0,79,25,Automatic
113,2021-01-1 09:25:00.0,62,27,Automatic
114,2021-01-1 09:30:00.0,24,27,Automatic
115,2021-01-1 09:35:00.0,68,26,Automatic
116,2021-01-1 09:40:00.0,29,25,Automatic
117,2021-01-1 09:45:00.0,52,26,Automatic
118,2021-01-1 09:50:00.0,22,26,Automatic
119,2021-01-1 09:55:00.0,34,27,Automatic
120,2021-01-1 10:00:00.0,49,27,Automatic
121,2021-01-1 10:05:00.0,66,27,Automatic
122,2021-01-1 10:10:00.0,30,25,Automatic
123,2021-01-1 10:15:00.0,37,27,Automatic
124,2021-01-1 10:20:00.0,22,25,Automatic
125,2021-01-1 10:25:00.0,56,26,Automatic
126,2021-01-1 10:30:00.0,45,26,Automatic
127,2021-01-1 10:35:00.0,63,26,Automatic
128,2021-01-1 10:40:00.0,36,27,Automatic
129,2021-01-1 10:45:00.0,64,25,Automatic
130,2021-01-1 10:50:00.0,63,26,Automatic
131,2021-01-1 10:55:00.0,27,27,Automatic
132,2021-01-1 11:00:00.0,63,27,Automatic
133,2021-01-1 11:05:00.0,45,26,Automatic
134,2021-01-1 11:10:00.0,51,26,Automatic
135,2021-01-1 11:15:00.0,23,27,Automatic
136,2021-01-1 11:20:00.0,52,25,Automatic
137,2021-01-1 11:25:00.0,80,27,Automatic
138,2021-01-1 11:30:00.0,61,25,Automatic
139,2021-01-1 11:35:00.0,49,25,Automatic
140,2021-01-1 11:40:00.0,68,26,Automatic
141,2021-01-1 11:45:00.0,69,25,Automatic
142,2021-01-1 11:50:00.0,20,26,Automatic
143,2021-01-1 11:55:00.0,35,26,Automatic
144,2021-01-1 12:00:00.0,63,25,Automatic
145,2021-01-1 12:05:00.0,73,27,Automatic
146,2021-01-1 12:10:00.0,56,26,Automatic
147,2021-01-1 12:15:00.0,53,27,Automatic
148,2021-01-1 12:20:00.0,27,25,Automatic
149,2021-01-1 12:25:00.0,57,26,Automatic
150,2021-01-1 12:30:00.0,47,25,Automatic
151,2021-01-1 12:35:00.0,24,27,Automatic
152,2021-01-1 12:40:00.0,22,25,Automatic
153,2021-01-1 12:45:00.0,44,25,Automatic
154,2021-01-1 12:50:00.0,32,27,Automatic
155,2021-01-1 12:55:00.0,78,26,Automatic
156,2021-01-1 13:00:00.0,37,27,Automatic
157,2021-01-1 13:05:00.0,75,27,Automatic
158,2021-01-1 13:10:00.0,39,27,Automatic
159,2021-01-1 13:15:00.0,25,26,Automatic
160,2021-01-1 13:20:00.0,38,26,Automatic
161,2021-01-1 13:25:00.0,48,26,Automatic
162,2021-01-1 13:30:00.0,48,27,Automatic
163,2021-01-1 13:35:00.0,53,26,Automatic
164,2021-01-1 13:40:00.0,27,27,Automatic
165,2021-01-1 13:45:00.0,68,25,Automatic
166,2021-01-1 13:50:00.0,36,25,Automatic
167,2021-01-1 13:55:00.0,58,27,Automatic
168,2021-01-1 14:00:00.0,34,27,Automatic
169,2021-01-1 14:05:00.0,29,26,Automatic
170,2021-01-1 14:10:00.0,51,27,Automatic
171,2021-01-1 14:15:00.0,20,27,Automatic
172,2021-01-1 14:20:00.0,45,26,Automatic
173,2021-01-1 14:25:00.0,76,25,Automatic
174,2021-01-1 14:30:00.0,75,26,Automatic
175,2021-01-1 14:35:00.0,63,27,Automatic
176,2021-01-1 14:40:00.0,48,26,Automatic
177,2021-01-1 14:45:00.0,63,26,Automatic
178,2021-01-1 14:50:00.0,31,25,Automatic
179,2021-01-1 14:55:00.0,77,26,Automatic
180,2021-01-1 15:00:00.0,40,27,Automatic
181,2021-01-1 15:05:00.0,73,27,Automatic
182,2021-01-1 15:10:00.0,72,26,Automatic
183,2021-01-1 15:15:00.0,54,27,Automatic
184,2021-01-1 15:20:00.0,59,27,Automatic
185,2021-01-1 15:25:00.0,30,26,Automatic
186,2021-01-1 15:30:00.0,37,27,Automatic
187,2021-01-1 15:35:00.0,38,26,Automatic
188,2021-01-1 15:40:00.0,73,27,Automatic
189,2021-01-1 15:45:00.0,34,25,Automatic
190,2021-01-1 15:50:00.0,31,25,Automatic
191,2021-01-1 15:55:00.0,64,27,Automatic
192,2021-01-1 16:00:00.0,33,26,Automatic
193,2021-01-1 16:05:00.0,74,26,Automatic
194,2021-01-1 16:10:00.0,45,27,Automatic
195,2021-01-1 16:15:00.0,24,26,Automatic
196,2021-01-1 16:20:00.0,45,26,Automatic
197,2021-01-1 16:25:00.0,34,27,Automatic
198,2021-01-1 16:30:00.0,41,26,Automatic
199,2021-01-1 16:35:00.0,45,25,Automatic
200,2021-01-1 16:40:00.0,73,25,Automatic
201,2021-01-1 16:45:00.0,32,26,Automatic
202,2021-01-1 16:50:00.0,21,26,Automatic
203,2021-01-1 16:55:00.0,36,25,Automatic
204,2021-01-1 17:00:00.0,56,25,Automatic
205,2021-01-1 17:05:00.0,34,27,Automatic
206,2021-01-1 17:10:00.0,63,27,Automatic
207,2021-01-1 17:15:00.0,40,27,Automatic
208,2021-01-1 17:20:00.0,45,26,Automatic
209,2021-01-1 17:25:00.0,71,25,Automatic
210,2021-01-1 17:30:00.0,26,25,Automatic
211,2021-01-1 17:35:00.0,34,26,Automatic
212,2021-01-1 17:40:00.0,67,25,Automatic
213,2021-01-1 17:45:00.0,41,27,Automatic
214,2021-01-1 17:50:00.0,61,25,Automatic
215,2021-01-1 17:55:00.0,32,25,Automatic
216,2021-01-1 18:00:00.0,79,27,Automatic
217,2021-01-1 18:05:00.0,43,26,Automatic
218,2021-01-1 18:10:00.0,68,25,Automatic
219,2021-01-1 18:15:00.0,64,26,Automatic
220,2021-01-1 18:20:00.0,59,27,Automatic
221,2021-01-1 18:25:00.0,69,26,Automatic
222,2021-01-1 18:30:00.0,57,26,Automatic
223,2021-01-1 18:35:00.0,35,25,Automatic
224,2021-01-1 18:40:00.0,76,26,Automatic
225,2021-01-1 18:45:00.0,30,27,Automatic
226,2021-01-1 18:50:00.0,58,27,Automatic
227,2021-01-1 18:55:00.0,31,27,Automatic
228,2021-01-1 19:00:00.0,22,27,Automatic
229,2021-01-1 19:05:00.0,50,26,Automatic
230,2021-01-1 19:10:00.0,67,27,Automatic
231,2021-01-1 19:15:00.0,67,26,Automatic
232,2021-01-1 19:20:00.0,39,26,Automatic
233,2021-01-1 19:25:00.0,74,27,Automatic
234,2021-01-1 19:30:00.0,42,26,Automatic
235,2021-01-1 19:35:00.0,52,26,Automatic
236,2021-01-1 19:40:00.0,44,26,Automatic
237,2021-01-1 19:45:00.0,80,26,Automatic
238,2021-01-1 19:50:00.0,59,26,Automatic
239,2021-01-1 19:55:00.0,29,25,Automatic
240,2021-01-1 20:00:00.0,21,25,Automatic
241,2021-01-1 20:05:00.0,68,25,Automatic
242,2021-01-1 20:10:00.0,36,25,Automatic
243,2021-01-1 20:15:00.0,79,25,Automatic
244,2021-01-1 20:20:00.0,20,27,Automatic
245,2021-01-1 20:25:00.0,28,26,Automatic
246,2021-01-1 20:30:00.0,69,25,Automatic
247,2021-01-1 20:35:00.0,60,26,Automatic
248,2021-01-1 20:40:00.0,76,25,Automatic
249,2021-01-1 20:45:00.0,30,27,Automatic
250,2021-01-1 20:50:00.0,69,25,Automatic
251,2021-01-1 20:55:00.0,54,26,Automatic
252,2021-01-1 21:00:00.0,60,27,Automatic
253,2021-01-1 21:05:00.0,40,26,Automatic
254,2021-01-1 21:10:00.0,51,27,Automatic
255,2021-01-1 21:15:00.0,29,26,Automatic
256,2021-01-1 21:20:00.0,62,25,Automatic
257,2021-01-1 21:25:00.0,27,26,Automatic
258,2021-01-1 21:30:00.0,75,27,Automatic
259,2021-01-1 21:35:00.0,54,25,Automatic
260,2021-01-1 21:40:00.0,79,26,Automatic
261,2021-01-1 21:45:00.0,39,27,Automatic
262,2021-01-1 21:50:00.0,76,25,Automatic
263,2021-01-1 21:55:00.0,28,26,Automatic
264,2021-01-1 22:00:00.0,29,25,Automatic
265,2021-01-1 22:05:00.0,27,27,Automatic
266,2021-01-1 22:10:00.0,80,25,Automatic
267,2021-01-1 22:15:00.0,76,25,Automatic
268,2021-01-1 22:20:00.0,78,25,Automatic
269,2021-01-1 22:25:00.0,45,25,Automatic
270,2021-01-1 22:30:00.0,68,27,Automatic
271,2021-01-1 22:35:00.0,51,26,Automatic
272,2021-01-1 22:40:00.0,58,27,Automatic
273,2021-01-1 22:45:00.0,28,25,Automatic
274,2021-01-1 22:50:00.0,49,25,Automatic
275,2021-01-1 22:55:00.0,52,25,Automatic
276,2021-01-1 23:00:00.0,47,27,Automatic
277,2021-01-1 23:05:00.0,53,26,Automatic
278,2021-01-1 23:10:00.0,80,26,Automatic
279,2021-01-1 23:15:00.0,76,26,Automatic
280,2021-01-1 23:20:00.0,78,25,Automatic
281,2021-01-1 23:25:00.0,28,27,Automatic
282,2021-01-1 23:30:00.0,31,27,Automatic
283,2021-01-1 23:35:00.0,60,26,Automatic
284,2021-01-1 23:40:00.0,38,27,Automatic
285,2021-01-1 23:45:00.0,63,25,Automatic
286,2021-01-1 23:50:00.0,43,25,Automatic
287,2021-01-1 23:55:00.0,62,26,Automatic
288,2021-01-2 00:00:00.0,34,26,Automatic
289,2021-01-2 00:05:00.0,64,25,Automatic
290,2021-01-2 00:10:00.0,50,27,Automatic
291,2021-01-2 00:15:00.0,22,25,Automatic
292,2021-01-2 00:20:00.0,61,26,Automatic
293,2021-01-2 00:25:00.0,30,26,Automatic
294,2021-01-2 00:30:00.0,77,27,Automatic
295,2021-01-2 00:35:00.0,43,27,Automatic
296,2021-01-2 00:40:00.0,37,25,Automatic
297,2021-01-2 00:45:00.0,34,26,Automatic
298,2021-01-2 00:50:00.0,31,26,Automatic
299,2021-01-2 00:55:00.0,36,26,Automatic
300,2021-01-2 01:00:00.0,59,26,Automatic
301,2021-01-2 01:05:00.0,20,26,Automatic
302,2021-01-2 01:10:00.0,48,26,Automatic
303,2021-01-2 01:15:00.0,56,26,Automatic
304,2021-01-2 01:20:00.0,75,27,Automatic
305,2021-01-2 01:25:00.0,72,26,Automatic
306,2021-01-2 01:30:00.0,51,26,Automatic
307,2021-01-2 01:35:00.0,71,27,Automatic
308,2021-01-2 01:40:00.0,33,27,Automatic
309,2021-01-2 01:45:00.0,61,27,Automatic
310,2021-01-2 01:50:00.0,65,27,Automatic
311,2021-01-2 01:55:00.0,36,27,Automatic
312,2021-01-2 02:00:00.0,60,25,Automatic
313,2021-01-2 02:05:00.0,69,26,Automatic
314,2021-01-2 02:10:00.0,36,25,Automatic
315,2021-01-2 02:15:00.0,54,26,Automatic
316,2021-01-2 02:20:00.0,31,25,Automatic
317,2021-01-2 02:25:00.0,50,27,Automatic
318,2021-01-2 02:30:00.0,42,25,Automatic
319,2021-01-2 02:35:00.0,20,27,Automatic
320,2021-01-2 02:40:00.0,41,26,Automatic
321,2021-01-2 02:45:00.0,33,27,Automatic
322,2021-01-2 02:50:00.0,29,26,Automatic
323,2021-01-2 02:55:00.0,47,26,Automatic
324,2021-01-2 03:00:00.0,28,26,Automatic
325,2021-01-2 03:05:00.0,27,27,Automatic
326,2021-01-2 03:10:00.0,70,25,Automatic
327,2021-01-2 03:15:00.0,21,25,Automatic
328,2021-01-2 03:20:00.0,53,25,Automatic
329,2021-01-2 03:25:00.0,72,26,Automatic
330,2021-01-2 03:30:00.0,46,25,Automatic
331,2021-01-2 03:35:00.0,76,25,Automatic
332,2021-01-2 03:40:00.0,65,26,Automatic
333,2021-01-2 03:45:00.0,62,26,Automatic
334,2021-01-2 03:50:00.0,31,25,Automatic
335,2021-01-2 03:55:00.0,24,27,Automatic
336,2021-01-2 04:00:00.0,61,26,Automatic
337,2021-01-2 04:05:00.0,55,26,Automatic
338,2021-01-2 04:10:00.0,48,26,Automatic
339,2021-01-2 04:15:00.0,35,26,Automatic
340,2021-01-2 04:20:00.0,26,26,Automatic
341,2021-01-2 04:25:00.0,51,25,Automatic
342,2021-01-2 04:30:00.0,68,26,Automatic
343,2021-01-2 04:35:00.0,62,26,Automatic
344,2021-01-2 04:40:00.0,20,25,Automatic
345,2021-01-2 04:45:00.0,52,26,Automatic
346,2021-01-2 04:50:00.0,27,27,Automatic
347,2021-01-2 04:55:00.0,21,27,Automatic
348,2021-01-2 05:00:00.0,22,27,Automatic
349,2021-01-2 05:05:00.0,31,25,Automatic
350,2021-01-2 05:10:00.0,27,26,Automatic
351,2021-01-2 05:15:00.0,62,25,Automatic
352,2021-01-2 05:20:00.0,46,25,Automatic
353,2021-01-2 05:25:00.0,49,27,Automatic
354,2021-01-2 05:30:00.0,60,25,Automatic
355,2021-01-2 05:35:00.0,49,26,Automatic
356,2021-01-2 05:40:00.0,58,26,Automatic
357,2021-01-2 05:45:00.0,74,27,Automatic
358,2021-01-2 05:50:00.0,25,27,Automatic
359,2021-01-2 05:55:00.0,59,25,Automatic
360,2021-01-2 06:00:00.0,77,26,Automatic
361,2021-01-2 06:05:00.0,70,27,Automatic
362,2021-01-2 06:10:00.0,36,25,Automatic
363,2021-01-2 06:15:00.0,45,25,Automatic
364,2021-01-2 06:20:00.0,28,25,Automatic
365,2021-01-2 06:25:00.0,71,25,Automatic
366,2021-01-2 06:30:00.0,72,25,Automatic
367,2021-01-2 06:35:00.0,22,27,Automatic
368,2021-01-2 06:40:00.0,56,25,Automatic
369,2021-01-2 06:45:00.0,44,27,Automatic
370,2021-01-2 06:50:00.0,42,26,Automatic
371,2021-01-2 06:55:00.0,72,27,Automatic
372,2021-01-2 07:00:00.0,43,26,Automatic
373,2021-01-2 07:05:00.0,59,27,Automatic
374,2021-01-2 07:10:00.0,61,27,Automatic
375,2021-01-2 07:15:00.0,52,27,Automatic
376,2021-01-2 07:20:00.0,33,25,Automatic
377,2021-01-2 07:25:00.0,47,27,Automatic
378,2021-01-2 07:30:00.0,26,26,Automatic
379,2021-01-2 07:35:00.0,54,25,Automatic
380,2021-01-2 07:40:00.0,69,26,Automatic
381,2021-01-2 07:45:00.0,43,25,Automatic
382,2021-01-2 07:50:00.0,63,25,Automatic
383,2021-01-2 07:55:00.0,24,26,Automatic
384,2021-01-2 08:00:00.0,47,25,Automatic
385,2021-01-2 08:05:00.0,67,27,Automatic
386,2021-01-2 08:10:00.0,65,26,Automatic
387,2021-01-2 08:15:00.0,33,25,Automatic
388,2021-01-2 08:20:00.0,29,25,Automatic
389,2021-01-2 08:25:00.0,60,26,Automatic
390,2021-01-2 08:30:00.0,65,27,Automatic
391,2021-01-2 08:35:00.0,42,26,Automatic
392,2021-01-2 08:40:00.0,31,26,Automatic
393,2021-01-2 08:45:00.0,73,25,Automatic
394,2021-01-2 08:50:00.0,28,26,Automatic
395,2021-01-2 08:55:00.0,62,25,Automatic
396,2021-01-2 09:00:00.0,20,25,Automatic
397,2021-01-2 09:05:00.0,21,27,Automatic
398,2021-01-2 09:10:00.0,28,26,Automatic
399,2021-01-2 09:15:00.0,31,27,Automatic
400,2021-01-2 09:20:00.0,44,26,Automatic
401,2021-01-2 09:25:00.0,56,25,Automatic
402,2021-01-2 09:30:00.0,44,26,Automatic
403,2021-01-2 09:35:00.0,33,25,Automatic
404,2021-01-2 09:40:00.0,40,25,Automatic
405,2021-01-2 09:45:00.0,37,25,Automatic
406,2021-01-2 09:50:00.0,68,25,Automatic
407,2021-01-2 09:55:00.0,28,25,Automatic
408,2021-01-2 10:00:00.0,63,26,Automatic
409,2021-01-2 10:05:00.0,36,25,Automatic
410,2021-01-2 10:10:00.0,74,26,Automatic
411,2021-01-2 10:15:00.0,53,26,Automatic
412,2021-01-2 10:20:00.0,49,26,Automatic
413,2021-01-2 10:25:00.0,36,27,Automatic
414,2021-01-2 10:30:00.0,68,27,Automatic
415,2021-01-2 10:35:00.0,58,25,Automatic
416,2021-01-2 10:40:00.0,30,25,Automatic
417,2021-01-2 10:45:00.0,37,27,Automatic
418,2021-01-2 10:50:00.0,35,25,Automatic
419,2021-01-2 10:55:00.0,73,25,Automatic
420,2021-01-2 11:00:00.0,29,27,Automatic
421,2021-01-2 11:05:00.0,48,25,Automatic
422,2021-01-2 11:10:00.0,63,26,Automatic
423,2021-01-2 11:15:00.0,61,26,Automatic
424,2021-01-2 11:20:00.0,58,26,Automatic
425,2021-01-2 11:25:00.0,56,27,Automatic
426,2021-01-2 11:30:00.0,74,26,Automatic
427,2021-01-2 11:35:00.0,46,25,Automatic
428,2021-01-2 11:40:00.0,64,26,Automatic
429,2021-01-2 11:45:00.0,28,25,Automatic
430,2021-01-2 11:50:00.0,43,26,Automatic
431,2021-01-2 11:55:00.0,77,25,Automatic
432,2021-01-2 12:00:00.0,63,26,Automatic
433,2021-01-2 12:05:00.0,75,26,Automatic
434,2021-01-2 12:10:00.0,38,27,Automatic
435,2021-01-2 12:15:00.0,58,27,Automatic
436,2021-01-2 12:20:00.0,32,25,Automatic
437,2021-01-2 12:25:00.0,26,27,Automatic
438,2021-01-2 12:30:00.0,48,25,Automatic
439,2021-01-2 12:35:00.0,40,27,Automatic
440,2021-01-2 12:40:00.0,78,26,Automatic
441,2021-01-2 12:45:00.0,70,27,Automatic
442,2021-01-2 12:50:00.0,62,26,Automatic
443,2021-01-2 12:55:00.0,26,26,Automatic
444,2021-01-2 13:00:00.0,48,25,Automatic
445,2021-01-2 13:05:00.0,51,27,Automatic
446,2021-01-2 13:10:00.0,36,25,Automatic
447,2021-01-2 13:15:00.0,27,27,Automatic
448,2021-01-2 13:20:00.0,23,27,Automatic
449,2021-01-2 13:25:00.0,54,25,Automatic
450,2021-01-2 13:30:00.0,30,27,Automatic
451,2021-01-2 13:35:00.0,60,27,Automatic
452,2021-01-2 13:40:00.0,40,26,Automatic
453,2021-01-2 13:45:00.0,29,25,Automatic
454,2021-01-2 13:50:00.0,79,27,Automatic
455,2021-01-2 13:55:00.0,78,27,Automatic
456,2021-01-2 14:00:00.0,67,25,Automatic
457,2021-01-2 14:05:00.0,52,27,Automatic
458,2021-01-2 14:10:00.0,52,26,Automatic
459,2021-01-2 14:15:00.0,24,25,Automatic
460,2021-01-2 14:20:00.0,70,25,Automatic
461,2021-01-2 14:25:00.0,51,27,Automatic
462,2021-01-2 14:30:00.0,62,27,Automatic
463,2021-01-2 14:35:00.0,58,27,Automatic
464,2021-01-2 14:40:00.0,60,27,Automatic
465,2021-01-2 14:45:00.0,49,27,Automatic
466,2021-01-2 14:50:00.0,74,26,Automatic
467,2021-01-2 14:55:00.0,22,27,Automatic
468,2021-01-2 15:00:00.0,23,25,Automatic
469,2021-01-2 15:05:00.0,69,25,Automatic
470,2021-01-2 15:10:00.0,27,25,Automatic
471,2021-01-2 15:15:00.0,26,27,Automatic
472,2021-01-2 15:20:00.0,32,27,Automatic
473,2021-01-2 15:25:00.0,37,26,Automatic
474,2021-01-2 15:30:00.0,48,26,Automatic
475,2021-01-2 15:35:00.0,46,27,Automatic
476,2021-01-2 15:40:00.0,58,26,Automatic
477,2021-01-2 15:45:00.0,70,27,Automatic
478,2021-01-2 15:50:00.0,28,26,Automatic
479,2021-01-2 15:55:00.0,41,26,Automatic
480,2021-01-2 16:00:00.0,27,27,Automatic
481,2021-01-2 16:05:00.0,31,26,Automatic
482,2021-01-2 16:10:00.0,32,27,Automatic
483,2021-01-2 16:15:00.0,31,26,Automatic
484,2021-01-2 16:20:00.0,38,26,Automatic
485,2021-01-2 16:25:00.0,51,27,Automatic
486,2021-01-2 16:30:00.0,37,26,Automatic
487,2021-01-2 16:35:00.0,70,25,Automatic
488,2021-01-2 16:40:00.0,55,27,Automatic
489,2021-01-2 16:45:00.0,38,27,Automatic
490,2021-01-2 16:50:00.0,45,25,Automatic
491,2021-01-2 16:55:00.0,70,26,Automatic
492,2021-01-2 17:00:00.0,51,25,Automatic
493,2021-01-2 17:05:00.0,59,27,Automatic
494,2021-01-2 17:10:00.0,37,26,Automatic
495,2021-01-2 17:15:00.0,31,25,Automatic
496,2021-01-2 17:20:00.0,43,25,Automatic
497,2021-01-2 17:25:00.0,63,25,Automatic
498,2021-01-2 17:30:00.0,20,26,Automatic
499,2021-01-2 17:35:00.0,35,25,Automatic
500,2021-01-2 17:40:00.0,77,26,Automatic
501,2021-01-2 17:45:00.0,77,26,Automatic
502,2021-01-2 17:50:00.0,49,26,Automatic
503,2021-01-2 17:55:00.0,48,27,Automatic
504,2021-01-2 18:00:00.0,58,27,Automatic
505,2021-01-2 18:05:00.0,43,27,Automatic
506,2021-01-2 18:10:00.0,20,27,Automatic
507,2021-01-2 18:15:00.0,51,27,Automatic
508,2021-01-2 18:20:00.0,62,26,Automatic
509,2021-01-2 18:25:00.0,31,27,Automatic
510,2021-01-2 18:30:00.0,57,26,Automatic
511,2021-01-2 18:35:00.0,74,25,Automatic
512,2021-01-2 18:40:00.0,48,25,Automatic
513,2021-01-2 18:45:00.0,65,27,Automatic
514,2021-01-2 18:50:00.0,41,27,Automatic
515,2021-01-2 18:55:00.0,52,25,Automatic
516,2021-01-2 19:00:00.0,60,26,Automatic
517,2021-01-2 19:05:00.0,65,27,Automatic
518,2021-01-2 19:10:00.0,21,26,Automatic
519,2021-01-2 19:15:00.0,78,25,Automatic
520,2021-01-2 19:20:00.0,70,26,Automatic
521,2021-01-2 19:25:00.0,22,26,Automatic
522,2021-01-2 19:30:00.0,67,26,Automatic
523,2021-01-2 19:35:00.0,65,27,Automatic
524,2021-01-2 19:40:00.0,54,26,Automatic
525,2021-01-2 19:45:00.0,27,25,Automatic
526,2021-01-2 19:50:00.0,43,25,Automatic
527,2021-01-2 19:55:00.0,20,25,Automatic
528,2021-01-2 20:00:00.0,32,27,Automatic
529,2021-01-2 20:05:00.0,25,25,Automatic
530,2021-01-2 20:10:00.0,74,25,Automatic
531,2021-01-2 20:15:00.0,48,26,Automatic
532,2021-01-2 20:20:00.0,38,26,Automatic
533,2021-01-2 20:25:00.0,50,25,Automatic
534,2021-01-2 20:30:00.0,73,26,Automatic
535,2021-01-2 20:35:00.0,45,27,Automatic
